Country,Tenant,Sport,City,Stadium,Capacity,Built,Seats
Pakistan,Hockey-use,Hockey,Karachi,Gulshare-Iqbal Stadium,10000,null,null
Pakistan,Cricket-use,Cricket,Nawab Shah,Nawab Shah Stadium,10000,null,null
Pakistan,Cricket-use,Cricket,Kohat,Kohat Stadium,10000,null,null
Pakistan,KRL FC,Football,Rawalpindi,KRL Stadium,10000,null,null
Pakistan,Pakistan Navy FC,Football,Quetta,Ayub Football Stadium,10000,null,null
Pakistan,Football-use,Football,Parachinar,Parachinar Stadium,10000,null,null
Pakistan,Indoor Sports,Indoor Sports,Islamabad,Liquat Gymnasium,10000,null,all-seater
Pakistan,Football-use,Football,Bannu,Bannu Stadium,10000,null,null
Philippines,Multi-use,Multi-use,Ciudad Victoria,Philippine Arena,55000,2014,all-seater
Philippines,Basketball-use,Basketball,Quezon City,Smart Araneta Coliseum,25000,1960,all-seater
Philippines,Football-use,Football,Pasig City,PhilSports Stadium,20000,2011,all-seater
Philippines,UAAP/NCAA,Basketball,Pasay City,Mall of Asia Arena,15093,2012,all-seater
Philippines,Quezon Selection,Football,Quezon City,Amoranto Stadium,15000,null,null
Philippines,National Stadium,Multi-use,Manila,Rizal Memorial Stadium,12873,1934,null
Philippines,Global FC,Football,Manila,Rizal Memorial Stadium,12873,1934,null
Philippines,Philippine Army FC,Football,Manila,Rizal Memorial Stadium,12873,1934,null
Philippines,Basketball-use,Basketball,Pasay City,Cuneta Astrodome,12000,1993,all-seater
Philippines,Basketball-use,Basketball,Antipolo City,Ynares Center,12000,1993,all-seater
Philippines,Indoor Sports,Indoor Sports,Pasig City,PhilSports Arena,10000,null,all-seater
Philippines,Baseball-use,Baseball,Manila,Rizal Baseball Stadium,10000,null,null
Philippines,Multi-use,Multi-use,Pampanga,Pampanga Sports Complex,10000,null,null
Philippines,Multi-use,Multi-use,Isabela,Isabela Sports Complex,10000,null,null
Philippines,Pasig Rizal Pirates,Baseball,Pasig City,Pasig City Sports Center,10000,null,null
Singapore,Multi-use,Multi-use,Singapore,National Stadium,55000,2014,all-seater
Singapore,Multi-use,Multi-use,Singapore,Marina Bay Floating Stadium,30000,2007,all-seater
Singapore,Singapore Slingers,Basketball,Singapore,Singapore Indoor Stadium,12000,1989,all-seater
Singapore,Singapore Slammers,Tennis,Singapore,Singapore Indoor Stadium,12000,1989,all-seater
South Korea,Race-use,Race-use,Yeongam,Korea International Circuit,135000,2010,all-seater
South Korea,National Stadium,Multi-use,Seoul,Olympic Stadium,69950,1984,all-seater
South Korea,Daegu FC,Football,Daegu,Daegu Stadium,68014,2001,all-seater
South Korea,FC Seoul,Football,Seoul,Seoul WC Stadium,66806,2001,all-seater
South Korea,Multi-use,Multi-use,Incheon,Asiad Stadium,62818,2014,all-seater
South Korea,Multi-use,Multi-use,Busan,Asiad Main Stadium,55982,2001,all-seater
South Korea,Multi-use,Multi-use,Incheon,Incheon Munhak Stadium,52179,2001,all-seater
South Korea,Ulsan Hyundai FC,Football,Ulsan,Ulsan Big Crown Stadium,44474,2001,all-seater
South Korea,Samsung Bluewings,Football,Suwon,Suwon WC Stadium,44047,2001,all-seater
South Korea,Gwangju FC,Football,Gwangju,Gwangju WC Stadium,42880,2001,all-seater
South Korea,Hyundai Motors,Football,Jeonju,Jeonju WC Stadium,42477,2001,all-seater
South Korea,Daejeon Citizen,Football,Daejeon,Daejeon WC Stadium,42176,2001,all-seater
South Korea,Goyang Zaicro FC,Football,Goyang,Goyang Stadium,41311,2003,all-seater
South Korea,Goyang KB,Football,Goyang,Goyang Stadium,41311,2003,all-seater
South Korea,Horse Racing-use,Horse Racing,Gwacheon,Gwacheon Racecourse,40000,1988,all-seater
South Korea,Jeju United FC,Soccer,Seogwipo,Jeju WC Stadium,35657,2001,all-seater
South Korea,Multi-use,Multi-use,Hwaseong,Hwaseong Sports Complex,35541,2011,all-seater
South Korea,Hallelujah,Football,Ansan,Ansan Wa~ Stadium,35000,2006,all-seater
South Korea,Bucheon FC 1995,Football,Bucheon,Bucheon Leports Park,35000,2001,all-seater
South Korea,Multi-use,Multi-use,Uijeongbu,Uijeongbu Stadium,35000,2002,all-seater
South Korea,Multi-use,Multi-use,Paju,Paju Public Stadium,35000,2001,all-seater
South Korea,Multi-use,Multi-use,Gumi,Gumi Civil Stadium,35000,1984,all-seater
South Korea,Multi-use,Multi-use,Daegu,Duryu Park Stadium,32500,1977,all-seater
South Korea,Cheonan City FC,Soccer,Cheonan,Baekseok Stadium,32000,2001,26000
South Korea,Multi-use,Multi-use,Gimcheon,Gimcheon Stadium,32000,2000,all-seater
South Korea,Lotte Giants,Baseball,Busan,Sajik Baseball Stadium,30543,1985,all-seater
South Korea,SK Wyverns,Baseball,Incheon,Munhak Baseball Stadium,30480,2001,all-seater
South Korea,LG Twins,Baseball,Seoul,Jamsil Baseball Stadium,30265,1982,all-seater
South Korea,Doosan Bears,Baseball,Seoul,Jamsil Baseball Stadium,30265,1982,all-seater
South Korea,Horse Racing-use,Horse Racing,Busan,Gyeongnam Racecourse,30000,2005,null
South Korea,Multi-use,Multi-use,Jeonju,Jeonju Stadium,30000,1980,all-seater
South Korea,Multi-use,Multi-use,Jecheon,Jecheon Stadium,30000,1988,all-seater
South Korea,Cycling-use,Cycling,Gwangmyeong,Gwangmyeong Speedom,30000,2005,all-seater
South Korea,Samsung Lions,Baseball,Daegu,Samsung Lions Park,29178,2016,all-seater
South Korea,Multi-use,Multi-use,Yeosu,Jinnam Stadium,28000,1990,20695
South Korea,Changwon City FC,Football,Changwon,Changwon Stadium,27085,1993,all-seater
South Korea,Multi-use,Multi-use,Daegu,Daegu Civil Stadium,27000,1975,all-seater
South Korea,Kia Tigers,Baseball,Gwangju,Champions Field,27000,2014,22244
South Korea,Football-use,Football,Seongnam,Seongnam 1 Stadium,27000,1984,all-seater
South Korea,Ski Jumping-use,Ski Jumping,Pyeongchang,Alpensia Stadium,26000,2009,all-seater
South Korea,Hallelujah,Football,Iksan,Iksan Civil Stadium,25000,1991,all-seater
South Korea,Ski-jumping-use,Ski-jumping,Muju,Muju Ski Jump,25000,1990,null
South Korea,Multi-use,Multi-use,Yeosu,Mangma Stadium,25000,1997,17750
South Korea,Multi-use,Multi-use,Nonsan,Nonsan Stadium,25000,1997,all-seater
South Korea,Multi-use,Multi-use,Boryeong,Boryeong Stadium,25000,1995,20000
South Korea,Multi-use,Multi-use,Jeju,Jeju Ora Stadium,25000,1968,20053
South Korea,Multi-use,Multi-use,Sokcho,Sokcho Stadium,25000,1994,all-seater
South Korea,Multi-use,Multi-use,Wonju,Wonju Chiak Stadium,25000,1980,all-seater
South Korea,Sangmu Bulsajo,Football,Icheon,Icheon Stadium,25000,2001,all-seater
South Korea,Indoor Sports,Indoor Sports,Gapyeong,Cheongshim Peace Arena,25000,2012,16979
South Korea,Multi-use,Multi-use,Seoul,Mokdong Stadium,25000,1989,all-seater
South Korea,Suwon FC,Football,Suwon,Suwon Civil Stadium,24670,1971,all-seater
South Korea,Busan IPark,Football,Busan,Goodeok Stadium,24363,1928,all-seater
South Korea,Gwangju Sangmu,Football,Gwangju,Moodeung Stadium,24304,1965,all-seater
South Korea,Multi-use,Multi-use,Pohang,Pohang Civil Stadium,22934,1971,all-seater
South Korea,Gangwon FC,Football,Gangneung,Gangneung Stadium,22333,1980,all-seater
South Korea,Multi-use,Multi-use,Yangsan,Yangsan Stadium,22061,2002,all-seater
South Korea,Multi-use,Multi-use,Suncheon,Palma Stadium,22000,1987,12703
South Korea,Multi-use,Multi-use,Yeoju,Yeoju Stadium,21600,1990,all-seater
South Korea,Multi-use,Multi-use,Jinju,Shinan Stadium,21885,1968,all-seater
South Korea,Incheon Utd FC,Football,Incheon,Incheon Football Stadium,20891,2012,all-seater
South Korea,KHNP,Football,Daejeon,Hanbat Stadium,20618,1964,all-seater
South Korea,Multi-use,Multi-use,Yeongju,Yeongju Stadium,20500,1986,all-seater
South Korea,Mipochosun Dolgorae,Football,Ulsan,Ulsan Civil Stadium,20141,2005,all-seater
South Korea,Multi-use,Multi-use,Jinju,Jinju Stadium,20116,2010,all-seater
South Korea,Kia Enterprise,Basketball,Busan,Sajik Arena,20000,1985,14099
South Korea,Multi-use,Multi-use,Haenam,Usul Stadium,20000,1998,null
South Korea,Gangwon FC,Football,Chuncheon,Songam Sports Town,20000,2009,all-seater
South Korea,Multi-use,Multi-use,Taebaek,Taebaek Stadium,20000,1992,all-seater
South Korea,Multi-use,Multi-use,Chuncheon,Chuncheon Stadium,20000,1979,all-seater
South Korea,Seongnam FC,Football,Seongnam,Tancheon Sports Complex,20000,2001,all-seater
South Korea,Multi-use,Multi-use,Dongducheon,Dongducheon City Stadium,20000,1997,all-seater
South Korea,Sangju Sangmu FC,Football,Sangju,Sangju Civil Stadium,20000,1992,all-seater
South Korea,Multi-use,Multi-use,Yeongcheon,Yeongcheon Stadium,20000,1987,all-seater
South Korea,Multi-use,Multi-use,Tongyeong,Tongyeong Stadium,20000,1937,all-seater
South Korea,Multi-use,Multi-use,Changnyeong,Changnyeong Stadium,20000,1985,all-seater
South Korea,Multi-use,Multi-use,Chilgok,Chilgok Stadium,19699,2012,all-seater
South Korea,Multi-use,Multi-use,Asan,Lee Sun Shin Stadium,19283,2008,all-seater
South Korea,Multi-use,Multi-use,Cheongju,Cheongju Stadium,19250,1990,all-seater
South Korea,Gyeongju Citizen FC,Football,Gyeongju,Gyeongju Stadium,19250,1979,all-seater
South Korea,Yesan FC,Soccer,Seosan,Seosan Stadium,19000,2001,2504
South Korea,Baseball-use,Baseball,Daegu,Duryu Baseball Stadium,19000,1978,all-seater
South Korea,Football-use,Football,Anyang,Anyang Stadium,18216,1986,all-seater
South Korea,Seoul United,Soccer,Seoul,Hyochang Stadium,18000,1960,all-seater
South Korea,Pohang Steelers,Football,Pohang,Steel Yard Stadium,17443,1990,all-seater
South Korea,Chungju Hummel FC,Football,Chungju,Chungju Stadium,17000,1979,all-seater
South Korea,Multi-use,Multi-use,Andong,Andong Civil Stadium,17000,1979,all-seater
South Korea,Nexen Heroes,Baseball,Seoul,Gocheok Sky Dome,16813,2015,all-seater
South Korea,Multi-use,Multi-use,Gongju,Gongju Stadium,16800,1990,all-seater
South Korea,Multi-use,Multi-use,Donghae,Donghae Stadium,16800,1993,all-seater
South Korea,Baseball-use,Baseball,Gwangju,Moodeung B'ball Stadium,15134,1961,all-seater
South Korea,Gyeongnam FC,Soccer,Changwon,Changwon Football Center,15116,2009,all-seater
South Korea,Changwon City FC,Soccer,Changwon,Changwon Football Center,15116,2009,all-seater
South Korea,Multi-use,Multi-use,Munkyeong,Munkyeong Civil Stadium,15023,1995,all-seater
South Korea,Multi-use,Multi-use,Jeongup,Jeongup Stadium,15000,1991,all-seater
South Korea,Multi-use,Multi-use,Buan,Buan Stadium,15000,2005,all-seater
South Korea,Multi-use,Multi-use,Hongseong,Hongju Stadium,15000,1995,all-seater
South Korea,Multi-use,Multi-use,Samcheok,Gyodong Stadium,15000,1984,all-seater
South Korea,Yongin FC,Football,Yongin,Yongin Stadium,15000,2002,all-seater
South Korea,Multi-use,Multi-use,Yongin,Myungji University Ground,15000,null,null
South Korea,Multi-use,Multi-use,Munkyeong,KAFACA Arena,15000,2013,all-seater
South Korea,Multi-use,Multi-use,Geojae,Geojae Stadium,15000,1993,all-seater
South Korea,Multi-use,Multi-use,Hamyang,Hamyang Public Stadium,15000,1991,all-seater
South Korea,Multi-use,Multi-use,Haman,Haman Stadium,15000,1999,all-seater
South Korea,Multi-use,Multi-use,Jinhae,Jinhae Stadium,14900,1965,all-seater
South Korea,Gymnastics-use,Gymnastics,Seoul,Olympic Gymnastics Arena,14730,1986,all-seater
South Korea,Hyundai Unicorns,Baseball,Suwon,Suwon B'ball Stadium,14465,1998,all-seater
South Korea,Chunnam Dragons,Football,Gwangyang,Gwangyang Stadium,14284,1992,all-seater
South Korea,Multi-use,Multi-use,Yoeng Gwang,Yoeng Gwang Sportium,14079,2007,2079
South Korea,Cycling-use,Velodrome,Changwon,Changwon Velodrom,14000,2000,all-seater
South Korea,Samsung Thunders,Basketball,Seoul,Jamsil Arena,13595,1985,all-seater
South Korea,Multi-use,Multi-use,Gunsan,Wolmyoung Stadium,13000,1980,all-seater
South Korea,Multi-use,Multi-use,Mokpo,Yudal Stadium,13000,1987,all-seater
South Korea,Multi-use,Multi-use,Hweng Seong,Hweng Seong Stadium,13000,1999,all-seater
South Korea,Multi-use,Multi-use,Uiseong,Uiseong Stadium,13000,1991,all-seater
South Korea,Multi-use,Multi-use,Miryang,Gyodong Stadium,13000,1997,all-seater
South Korea,Hanwha Eagles,Baseball,Daejeon,Baseball Stadium,12982,1965,all-seater
South Korea,Multi-use,Multi-use,Jeomchon,Jeomchon Stadium,12800,null,all-seater
South Korea,Multi-use,Multi-use,Pyeongtaek,Cheongbuk Stadium,12738,1987,all-seater
South Korea,Multi-use,Multi-use,Jeongseon,Jeongseon Stadium,12154,2011,all-seater
South Korea,Baseball-use,Baseball,Gunsan,Gunsan Baseball Stadium,12104,null,all-seater
South Korea,Baseball-use,Baseball,Ulsan,Ulsan Baseball Stadium,12059,2014,all-seater
South Korea,Ice-skating-use,Ice-skating,Gangneung,Gangneung Ice Arena,12020,2016,all-seater
South Korea,Multi-use,Multi-use,Iri,Iri Stadium,12000,1991,all-seater
South Korea,Baseball-use,Baseball,Cheongju,Baseball Stadium,12750,1990,all-seater
South Korea,Multi-use,Multi-use,Danyang,Danyang Public Stadium,12000,1988,all-seater
South Korea,Baseball-use,Baseball,Pohang,Pohang Baseball Stadium,12000,null,all-seater
South Korea,Rodeo-use,Rodeo-use,Cheongdo,Bull Fighting Arena,12000,2007,all-seater
South Korea,Baseball-use,Baseball,Incheon,Dowon Baseball Stadium,11979,1964,all-seater
South Korea,Multi-use,Multi-use,Goheung,Park Ji-Sung Stadium,11000,2001,7900
South Korea,Baseball-use,Baseball,Busan,Goodeok Baseball Stadium,11882,1973,all-seater
South Korea,Multi-use,Multi-use,Dangjin,Dangjin Stadium,11778,2006,all-seater
South Korea,Multi-use,Multi-use,Yeocheon,Yeocheon Stadium,11700,1984,all-seater
South Korea,Baseball-use,Baseball,Jeju,Ora Baseball Stadium,11650,1984,all-seater
South Korea,Multi-use,Multi-use,Gimhae,Gusan Stadium,11300,2004,all-seater
South Korea,Multi-use,Multi-use,Cheongyang,Cheongyang Stadium,11200,1996,null
South Korea,Baseball-use,Baseball,Jeonju,Jeonju Baseball Stadium,11120,1963,all-seater
South Korea,Multi-use,Multi-use,Gwangyang,Gwangyang Stadium,11000,2003,8020
South Korea,Multi-use,Multi-use,Mokpo,Mokpo University Stadium,11000,null,null
South Korea,Multi-use,Multi-use,Geochang,Geochang Stadium,11000,1975,all-seater
South Korea,Lotte Giants,Baseball,Masan,Masan Baseball Stadium,11000,null,all-seater
South Korea,Multi-use,Multi-use,Daegu,Dalseong Sports Park,11000,2014,all-seater
South Korea,Multi-use,Multi-use,Hanam,Hanam Stadium,10709,2007,all-seater
South Korea,Multi-use,Multi-use,Gimje,Gimje Stadium,10500,1994,all-seater
South Korea,Cycling-use,Cycling,Seoul,Olympic Cyclodrome,10042,1986,all-seater
South Korea,Ice-hockey-use,Ice-hockey,Gangneung,Gangneung Hockey Center,10000,2017,all-seater
South Korea,Multi-use,Multi-use,Gunsan,Gunsan University Ground,10000,null,null
South Korea,Multi-use,Multi-use,Namwon,Namwon Stadium,10000,2002,null
South Korea,Multi-use,Multi-use,Naju,Sports Park Stadium,10000,2011,7110
South Korea,Multi-use,Multi-use,Hwasun,Hwasun Stadium,10000,2003,null
South Korea,Multi-use,Multi-use,Janghung,Janghung Stadium,10000,1992,6800
South Korea,Multi-use,Multi-use,Jindo,Jindo Sports Park,10000,2007,null
South Korea,Multi-use,Multi-use,Gangjin,Gangjin Stadium,10000,1993,7000
South Korea,Multi-use,Multi-use,Wando,Wando Stadium,10000,2003,6000
South Korea,Multi-use,Multi-use,Yoeng Gwang,Yoeng Gwang Aid Sportium,10000,2008,1100
South Korea,Multi-use,Multi-use,Eumseong,Eumseong Stadium,10000,1990,all-seater
South Korea,Multi-use,Multi-use,Buyeo,Buyeo Stadium,10000,2007,6000
South Korea,Multi-use,Multi-use,Yesan,Yesan Stadium,10000,1989,null
South Korea,Multi-use,Multi-use,Daegu,Kyungpook NU Ground,10000,null,null
South Korea,Baseball-use,Baseball,Chuncheon,Baseball Stadium,10000,2005,all-seater
South Korea,Multi-use,Multi-use,Pyeongtaek,Seobu Stadium,10000,1994,all-seater
South Korea,Football-use,Soccer,Gimpo,Gimpo Stadium,10000,1993,all-seater
South Korea,Multi-use,Multi-use,Anseong,Anseong Stadium,10000,1997,all-seater
South Korea,Multi-use,Multi-use,Yeoncheon,Yeoncheon Stadium,10000,1994,all-seater
South Korea,Multi-use,Multi-use,Osan,Osan Stadium,10000,1986,all-seater
South Korea,Multi-use,Multi-use,Yongin,KNPU Stadium,10000,null,all-seater
South Korea,Multi-use,multi,Yeongdeok,Yeongdeok Stadium,10000,2001,8000
South Korea,Multi-use,Multi-use,Yecheon,Yecheon Stadium,10000,1996,all-seater
South Korea,Multi-use,Multi-use,Goseong,Goseong Stadium,10000,1999,all-seater
South Korea,Multi-use,Multi-use,Uiryeong,Uiryeong Stadium,10000,1992,all-seater
South Korea,Multi-use,Multi-use,Namhae,Namhae Public Stadium,10000,1987,all-seater
South Korea,Multi-use,Multi-use,Sacheon,Sacheon Stadium,10000,1982,all-seater
South Korea,Multi-use,Multi-use,Samcheonpo,Samcheonpo Stadium,10000,1986,all-seater
South Korea,Multi-use,Multi-use,Geoje,Okpo Stadium,10000,2006,all-seater
South Korea,Multi-use,Multi-use,Hadong,Hadong Stadium,10000,1993,all-seater
South Korea,Swimming-use,Swimming,Seoul,Olympic Swimming Arena,10000,1988,all-seater
South Korea,Tennis-use,Tennis,Seoul,Olympic Tennis Center,10000,1986,all-seater
Sri Lanka,National Stadium,Multi-use,Colombo,Premadasa Stadium,35000,1986,null
Sri Lanka,Kandurata Kites,Cricket,Kandy,Pallekele IC Stadium,35000,2009,null
Sri Lanka,Cricket-use,Cricket,Hambantota,M. Rajapaksa Int'l Stadium,34300,2010,null
Sri Lanka,National Team,Cricket,Dumbulla,Rangiri Dumbulla Stadium,30000,2001,all-seater
Sri Lanka,Ratnam SC,Football,Colombo,Sugathadasa Stadium,25000,null,null
Sri Lanka,Colombo Lions,Football,Colombo,Sugathadasa Stadium,25000,null,null
Sri Lanka,Kandy SC,Rugby,Kandy,Nittawela Rugby Stadium,25000,1954,all-seater
Sri Lanka,Galle Cricket Club,Cricket,Galle,Galle International Stadium,20000,1876,null
Sri Lanka,Rugby-use,Rugby,Kandy,Bogambara Stadium,20000,1972,null
Sri Lanka,Tamil Union Cricket,Cricket,Colombo,Saravanamuttu Stadium,15000,1982,all-seater
Sri Lanka,Athletic Club Colombo,Cricket,Colombo,Saravanamuttu Stadium,15000,1982,all-seater
Sri Lanka,Blue Star SC,Football,Kalutara,Kalutara Stadium,15000,null,null
Sri Lanka,Multi-use,Multi-use,Trincomalee,Mc Heyzer Stadium,12000,null,null
Sri Lanka,Kandy Youth CC,Cricket,Kandy,Asgiriya Stadium,10000,1915,null
Sri Lanka,Sinhalese SC,Cricket,Colombo,SSC Ground,10000,1952,all-seater
Sri Lanka,Moratuwa SC,Cricket,Moratuwa,Tyronne Fernando Stadium,10000,1979,all-seater
Taiwan,National Stadium,Multi-use,Kaohsiung,Kaohsiung Stadium,55000,2009,all-seater
Taiwan,Taipower FC,Soccer,Kaohsiung,Kaohsiung Stadium,55000,2009,all-seater
Taiwan,Multi-use,Multi-use,Taoyuan,Taoyuan County Stadium,35000,1993,all-seater
Taiwan,Multi-use,Multi-use,Panchiao,Taipei County Stadium,30000,1987,all-seater
Taiwan,Multi-use,Multi-use,Kaohsiung,Chungcheng Stadium,30000,1986,all-seater
Taiwan,Multi-use,Multi-use,Hsinying,Tainan County Stadium,30000,1989,all-seater
Taiwan,Multi-use,Multi-use,Taichung,Taichung Municipal Stadium,28000,1950,all-seater
Taiwan,Multi-use,Multi-use,Taidong,Taidong County Stadium,25000,1981,all-seater
Taiwan,Tatung FC,Football,Taipei,Taipei Municipal Stadium,22000,2009,all-seater
Taiwan,Royal Blues FC,Football,Taipei,Taipei Municipal Stadium,22000,2009,all-seater
Taiwan,Multi-use,Multi-use,Putzu,Chiayi County Stadium,22000,1997,all-seater
Taiwan,Baseball-use,Baseball,Taoyuan,Int'l Baseball Stadium,20000,2010,all-seater
Taiwan,Baseball-use,Baseball,Kaohsiung,Chengching L.B. Field,20000,1999,all-seater
Taiwan,Multi-use,Multi-use,Tainan,Tainan Civil Stadium,20000,1948,all-seater
Taiwan,Multi-use,Multi-use,Hsinchu,Hsinchu Civil Stadium,20000,1954,all-seater
Taiwan,Multi-use,Multi-use,Jilong,Jilong Civil Stadium,20000,1979,all-seater
Taiwan,Multi-use,Multi-use,Fengyuan,Taichung County Stadium,20000,1977,all-seater
Taiwan,Sinon Bulls,Baseball,Taichung,Intercontinental Stadium,19000,2006,all-seater
Taiwan,Multi-use,Multi-use,Fengshan,Fengshan Stadium,18000,1976,all-seater
Taiwan,Baseball-use,Baseball,Douliou,Douliou Baseball Stadium,17000,2005,all-seater
Taiwan,Multi-use,Multi-use,Taipei,Taipei Track & Field Stadium,16000,1956,all-seater
Taiwan,Multi-use,Multi-use,Changhua,Changhua County Stadium,15000,null,all-seater
Taiwan,Athletics-use,Athletics-use,Douliou,Douliou Stadium,15000,null,all-seater
Taiwan,Indoor Sports,Indoor Sports,Taipei,Taipei Arena,15000,2004,all-seater
Taiwan,Basketball-use,Baseball,Taoyuan,Taoyuan Arena,15000,1993,all-seater
Taiwan,Multi-use,Multi-use,Kaohsiung,Chungsha Athl. Stadium,15000,1986,all-seater
Taiwan,Multi-use,Multi-use,Yilan,Yilan County Stadium,15000,1980,all-seater
Taiwan,Multi-use,Multi-use,Miaoli,Miaoli County Stadium,15000,1984,all-seater
Taiwan,Multi-use,Multi-use,Chiayi,Chiayi Civil Stadium,15000,1964,all-seater
